raw_s,wall_s,kind,wall_elapsed_ms,raw_elapsed_ms
65026.094,1781247747.859,hb,,
65086.163,1781247807.925,hb,,
65146.231,1781247867.988,hb,,
65206.299,1781247928.053,hb,,
65266.367,1781247988.117,hb,,
65326.436,1781248048.183,hb,,
65386.502,1781248108.245,hb,,
65446.571,1781248168.310,hb,,
65506.640,1781248228.376,hb,,
65566.709,1781248288.441,hb,,
65626.776,1781248348.504,hb,,
65686.845,1781248408.569,hb,,
65746.914,1781248468.635,hb,,
65806.982,1781248528.699,hb,,
65867.051,1781248588.764,hb,,
65927.119,1781248648.829,hb,,
65987.188,1781248708.894,hb,,
66047.257,1781248768.959,hb,,
66107.324,1781248829.022,hb,,
66167.392,1781248889.087,hb,,
66227.462,1781248949.154,hb,,
66287.530,1781249009.218,hb,,
66347.599,1781249069.283,hb,,
66407.666,1781249129.346,hb,,
66467.736,1781249189.413,hb,,
66527.804,1781249249.477,hb,,
66587.874,1781249309.543,hb,,
66647.944,1781249369.609,hb,,
66708.013,1781249429.675,hb,,
66768.082,1781249489.740,hb,,
66828.151,1781249549.806,hb,,
66888.219,1781249609.870,hb,,
66948.287,1781249669.934,hb,,
67008.354,1781249729.997,hb,,
67068.420,1781249790.060,hb,,
67128.490,1781249850.126,hb,,
67188.556,1781249910.188,hb,,
67248.625,1781249970.254,hb,,
67308.694,1781250030.318,hb,,
67368.762,1781250090.383,hb,,
67428.831,1781250150.448,hb,,
67488.900,1781250210.514,hb,,
67548.970,1781250270.580,hb,,
67609.039,1781250330.645,hb,,
67669.107,1781250390.710,hb,,
67729.177,1781250450.776,hb,,
67789.246,1781250510.842,hb,,
67849.315,1781250570.907,hb,,
67909.384,1781250630.972,hb,,
67969.453,1781250691.038,hb,,
68029.521,1781250751.102,hb,,
68089.590,1781250811.167,hb,,
68149.659,1781250871.232,hb,,
68209.729,1781250931.299,hb,,
68269.797,1781250991.362,hb,,
68329.863,1781251051.424,hb,,
68389.932,1781251111.490,hb,,
68450.002,1781251171.556,hb,,
68510.072,1781251231.623,hb,,
68570.142,1781251291.689,hb,,
68630.210,1781251351.753,hb,,
68690.279,1781251411.819,hb,,
68750.349,1781251471.886,hb,,
68810.419,1781251531.952,hb,,
68870.488,1781251592.017,hb,,
68930.557,1781251652.083,hb,,
68990.627,1781251712.149,hb,,
69050.697,1781251772.215,hb,,
69110.766,1781251832.280,hb,,
69170.833,1781251892.344,hb,,
69230.902,1781251952.409,hb,,
69290.970,1781252012.473,hb,,
69351.038,1781252072.538,hb,,
69411.107,1781252132.603,hb,,
69471.176,1781252192.668,hb,,
69531.244,1781252252.733,hb,,
69591.310,1781252312.795,hb,,
69651.379,1781252372.860,hb,,
69711.448,1781252432.925,hb,,
69771.515,1781252492.989,hb,,
69831.582,1781252553.052,hb,,
69891.650,1781252613.116,hb,,
69951.718,1781252673.181,hb,,
70011.784,1781252733.243,hb,,
70071.852,1781252793.308,hb,,
70131.921,1781252853.372,hb,,
70191.988,1781252913.435,hb,,
70252.055,1781252973.499,hb,,
70312.123,1781253033.563,hb,,
70372.193,1781253093.630,hb,,
70432.262,1781253153.695,hb,,
